"","drug","model.id","response_type","value"
"3403","CX5461 VEHICLE","M5.1.F484","slope","73.6262"
"3404","CX5461 VEHICLE","M5.1.F484","AUC","156.8074"
"3405","CX5461 VEHICLE","M5.1.F484","survival","48.0000"
"3406","CX5461","M15.1.F484","mRECIST","SD"
"3407","CX5461","M15.1.F484","best.average.response","-16.0067"
"3408","CX5461","M15.1.F484","slope","24.4066"
"3409","CX5461","M15.1.F484","AUC","127.5944"
"3410","CX5461","M15.1.F484","survival","48.0000"
"3411","CFI-402257","M5.1.F487","mRECIST","PR"
"3412","CFI-402257","M5.1.F487","best.average.response","-38.7009"
"3413","CFI-402257","M5.1.F487","slope","-52.4878"
"3414","CFI-402257","M5.1.F487","AUC","78.4902"
"3415","CFI-402257","M5.1.F487","survival","139.0000"
"3416","CFI-402257","M6.2.F487","mRECIST","PR"
"3417","CFI-402257","M6.2.F487","best.average.response","-35.8453"
"3418","CFI-402257","M6.2.F487","slope","-24.2262"
"3419","CFI-402257","M6.2.F487","AUC","72.5507"
"3420","CFI-402257","M6.2.F487","survival","163.0000"
"3421","CFI-400945","M15.1.F487","mRECIST","PR"
"3422","CFI-400945","M15.1.F487","best.average.response","-32.4953"
"3423","CFI-400945","M15.1.F487","slope","-62.2515"
"3424","CFI-400945","M15.1.F487","AUC","78.5620"
"3425","CFI-400945","M15.1.F487","survival","37.0000"
"3426","WATER","M25.1.F487","mRECIST","SD"
"3427","WATER","M25.1.F487","best.average.response","-2.4081"
"3428","WATER","M25.1.F487","slope","80.3889"
"3429","WATER","M25.1.F487","AUC","367.3413"
"3430","WATER","M25.1.F487","survival","85.0000"
"3431","CX5461","M35.1.F487","mRECIST","SD"
"3432","CX5461","M35.1.F487","best.average.response","-0.4927"
"3433","CX5461","M35.1.F487","slope","34.9193"
"3434","CX5461","M35.1.F487","AUC","117.1271"
"3435","CX5461","M35.1.F487","survival","76.0000"
"3436","ERIBULIN","M45.1.F487","mRECIST","SD"
"3437","ERIBULIN","M45.1.F487","best.average.response","-8.8442"
"3438","ERIBULIN","M45.1.F487","slope","-29.7129"
"3439","ERIBULIN","M45.1.F487","AUC","171.1304"
"3440","ERIBULIN","M45.1.F487","survival","156.0000"
"3441","TAXOL","M55.1.F487","mRECIST","SD"
"3442","TAXOL","M55.1.F487","best.average.response","-17.8562"
"3443","TAXOL","M55.1.F487","slope","-50.9458"
"3444","TAXOL","M55.1.F487","AUC","134.2382"
"3445","TAXOL","M55.1.F487","survival","41.0000"
"3446","CFI-402257","M5.1.F488","mRECIST","CR"
"3447","CFI-402257","M5.1.F488","best.average.response","-75.3158"
"3448","CFI-402257","M5.1.F488","slope","-68.9331"
"3449","CFI-402257","M5.1.F488","AUC","14.4131"
"3450","CFI-402257","M5.1.F488","survival","195.0000"
"3451","ERIBULIN","M5.1.F489","mRECIST","SD"
"3452","ERIBULIN","M5.1.F489","best.average.response","-16.6986"
"3453","ERIBULIN","M5.1.F489","slope","44.4784"
"3454","ERIBULIN","M5.1.F489","AUC","139.4933"
"3455","ERIBULIN","M5.1.F489","survival","35.0000"
"3456","TAXOL + CFI-402257","M5.1.F490","mRECIST","SD"
"3457","TAXOL + CFI-402257","M5.1.F490","best.average.response","18.8112"
"3458","TAXOL + CFI-402257","M5.1.F490","slope","84.5968"
"3459","TAXOL + CFI-402257","M5.1.F490","AUC","237.1245"
"3460","TAXOL + CFI-402257","M5.1.F490","survival","27.0000"
"3461","TAXOL + CFI-402257","M6.2.F490","mRECIST","SD"
"3462","TAXOL + CFI-402257","M6.2.F490","best.average.response","-6.6700"
"3463","TAXOL + CFI-402257","M6.2.F490","slope","82.4259"
"3464","TAXOL + CFI-402257","M6.2.F490","AUC","267.4764"
"3465","TAXOL + CFI-402257","M6.2.F490","survival","27.0000"
"3466","TAXOL","M15.1.F490","mRECIST","PD"
"3467","TAXOL","M15.1.F490","best.average.response","24.4981"
"3468","TAXOL","M15.1.F490","slope","84.9982"
"3469","TAXOL","M15.1.F490","AUC","315.4243"
"3470","TAXOL","M15.1.F490","survival","27.0000"
"3471","CARBOPLATIN","M5.1.F491","mRECIST","PD"
"3472","CARBOPLATIN","M5.1.F491","best.average.response","15.6211"
"3473","CARBOPLATIN","M5.1.F491","slope","82.8508"
"3474","CARBOPLATIN","M5.1.F491","AUC","221.2659"
"3475","CARBOPLATIN","M5.1.F491","survival","23.0000"
"3476","TAXOL","M5.1.F492","mRECIST","SD"
"3477","TAXOL","M5.1.F492","best.average.response","12.7701"
"3478","TAXOL","M5.1.F492","slope","41.1318"
"3479","TAXOL","M5.1.F492","AUC","171.5000"
"3480","TAXOL","M5.1.F492","survival","62.0000"
"3481","EVEROLIMUS","M5.1.F493","mRECIST","PD"
"3482","EVEROLIMUS","M5.1.F493","best.average.response","11.8792"
"3483","EVEROLIMUS","M5.1.F493","slope","80.3614"
"3484","EVEROLIMUS","M5.1.F493","AUC","228.3648"
"3485","EVEROLIMUS","M5.1.F493","survival","30.0000"
"3486","CARBOPLATIN","M5.1.F494","mRECIST","SD"
"3487","CARBOPLATIN","M5.1.F494","best.average.response","7.7348"
"3488","CARBOPLATIN","M5.1.F494","slope","47.1112"
"3489","CARBOPLATIN","M5.1.F494","AUC","139.1466"
"3490","CARBOPLATIN","M5.1.F494","survival","62.0000"
"3491","WATER","M5.1.F495","mRECIST","SD"
"3492","WATER","M5.1.F495","best.average.response","26.0176"
"3493","WATER","M5.1.F495","slope","71.7520"
"3494","WATER","M5.1.F495","AUC","272.9395"
"3495","WATER","M5.1.F495","survival","169.0000"
"3496","CFI-400945","M15.1.F495","mRECIST","CR"
"3497","CFI-400945","M15.1.F495","best.average.response","-54.9564"
"3498","CFI-400945","M15.1.F495","slope","-70.4340"
"3499","CFI-400945","M15.1.F495","AUC","43.4336"
"3500","CFI-400945","M15.1.F495","survival","285.0000"
"3501","WATER","M5.1.F496","mRECIST","SD"
"3502","WATER","M5.1.F496","best.average.response","-8.5184"
"3503","WATER","M5.1.F496","slope","66.9102"
"3504","WATER","M5.1.F496","AUC","172.5173"
"3505","WATER","M5.1.F496","survival","67.0000"
"3506","ERIBULIN","M15.1.F496","mRECIST","SD"
"3507","ERIBULIN","M15.1.F496","best.average.response","1.9473"
"3508","ERIBULIN","M15.1.F496","slope","-2.6968"
"3509","ERIBULIN","M15.1.F496","AUC","139.9893"
"3510","ERIBULIN","M15.1.F496","survival","110.0000"
"3511","TAXOL + CFI-402257","M25.1.F496","mRECIST","SD"
"3512","TAXOL + CFI-402257","M25.1.F496","best.average.response","4.9000"
"3513","TAXOL + CFI-402257","M25.1.F496","slope","64.1421"
"3514","TAXOL + CFI-402257","M25.1.F496","AUC","151.2374"
"3515","TAXOL + CFI-402257","M25.1.F496","survival","35.0000"
"3516","EVEROLIMUS","M35.1.F496","mRECIST","SD"
"3517","EVEROLIMUS","M35.1.F496","best.average.response","26.0176"
"3518","EVEROLIMUS","M35.1.F496","slope","74.3411"
"3519","EVEROLIMUS","M35.1.F496","AUC","168.1854"
"3520","EVEROLIMUS","M35.1.F496","survival","25.0000"
"3521","CDX-011","M45.1.F496","mRECIST","SD"
"3522","CDX-011","M45.1.F496","best.average.response","21.4687"
"3523","CDX-011","M45.1.F496","slope","78.7078"
"3524","CDX-011","M45.1.F496","AUC","214.8140"
"3525","CDX-011","M45.1.F496","survival","28.0000"
"3526","CFI-400945","M55.1.F496","mRECIST","SD"
"3527","CFI-400945","M55.1.F496","best.average.response","2.1303"
"3528","CFI-400945","M55.1.F496","slope","25.2577"
"3529","CFI-400945","M55.1.F496","AUC","182.1757"
"3530","CFI-400945","M55.1.F496","survival","39.0000"
"3531","WATER","M5.1.F497","mRECIST","SD"
"3532","WATER","M5.1.F497","best.average.response","-19.2064"
"3533","WATER","M5.1.F497","slope","70.6009"
"3534","WATER","M5.1.F497","AUC","166.9235"
"3535","WATER","M5.1.F497","survival","93.0000"
"3536","CFI-400945","M15.1.F497","mRECIST","SD"
"3537","CFI-400945","M15.1.F497","best.average.response","-18.4398"
"3538","CFI-400945","M15.1.F497","slope","-28.9164"
"3539","CFI-400945","M15.1.F497","AUC","128.3687"
"3540","CFI-400945","M15.1.F497","survival","111.0000"
"3541","CX5461 VEHICLE","M5.1.F498","mRECIST","SD"
"3542","CX5461 VEHICLE","M5.1.F498","best.average.response","20.1135"
"3543","CX5461 VEHICLE","M5.1.F498","slope","76.3434"
"3544","CX5461 VEHICLE","M5.1.F498","AUC","258.8085"
"3545","CX5461 VEHICLE","M5.1.F498","survival","103.0000"
"3546","CX5461","M15.1.F498","mRECIST","SD"
"3547","CX5461","M15.1.F498","best.average.response","17.0589"
"3548","CX5461","M15.1.F498","slope","72.6766"
"3549","CX5461","M15.1.F498","AUC","204.2309"
"3550","CX5461","M15.1.F498","survival","39.0000"
"3551","CX5461","M16.2.F498","mRECIST","SD"
"3552","CX5461","M16.2.F498","best.average.response","6.4839"
"3553","CX5461","M16.2.F498","slope","49.1234"
"3554","CX5461","M16.2.F498","AUC","157.5801"
"3555","CX5461","M16.2.F498","survival","39.0000"
"3556","CARBOPLATIN","M5.1.F499","mRECIST","PD"
"3557","CARBOPLATIN","M5.1.F499","best.average.response","24.2238"
"3558","CARBOPLATIN","M5.1.F499","slope","77.0945"
"3559","CARBOPLATIN","M5.1.F499","AUC","181.4595"
"3560","CARBOPLATIN","M5.1.F499","survival","34.0000"
"3561","WATER","M5.1.F500","mRECIST","SD"
"3562","WATER","M5.1.F500","best.average.response","17.9429"
"3563","WATER","M5.1.F500","slope","83.7820"
"3564","WATER","M5.1.F500","AUC","352.5822"
"3565","WATER","M5.1.F500","survival","90.0000"
"3566","CFI-400945","M15.1.F500","mRECIST","PR"
"3567","CFI-400945","M15.1.F500","best.average.response","-64.0102"
"3568","CFI-400945","M15.1.F500","slope","-61.9005"
"3569","CFI-400945","M15.1.F500","AUC","47.8032"
"3570","CFI-400945","M15.1.F500","survival","178.0000"
"3571","CFI-400945","M16.2.F500","mRECIST","PD"
"3572","CFI-400945","M16.2.F500","best.average.response","49.8818"
"3573","CFI-400945","M16.2.F500","slope","78.6651"
"3574","CFI-400945","M16.2.F500","AUC","288.0046"
"3575","CFI-400945","M16.2.F500","survival","58.0000"
"3576","CFI-400945","M25.1.F500","mRECIST","SD"
"3577","CFI-400945","M25.1.F500","best.average.response","-10.5968"
"3578","CFI-400945","M25.1.F500","slope","-29.5519"
"3579","CFI-400945","M25.1.F500","AUC","100.5553"
"3580","CFI-400945","M25.1.F500","survival","121.0000"
"3581","CFI-400945","M26.2.F500","mRECIST","PR"
"3582","CFI-400945","M26.2.F500","best.average.response","-27.3939"
"3583","CFI-400945","M26.2.F500","slope","-57.2429"
"3584","CFI-400945","M26.2.F500","AUC","105.6059"
"3585","CFI-400945","M26.2.F500","survival","118.0000"
"3586","WATER","M5.1.F501","mRECIST","PD"
"3587","WATER","M5.1.F501","best.average.response","26.6626"
"3588","WATER","M5.1.F501","slope","85.3121"
"3589","WATER","M5.1.F501","AUC","465.7075"
"3590","WATER","M5.1.F501","survival","41.0000"
"3591","CX5461","M15.1.F501","mRECIST","PD"
"3592","CX5461","M15.1.F501","best.average.response","70.4646"
"3593","CX5461","M15.1.F501","slope","85.7251"
"3594","CX5461","M15.1.F501","AUC","388.2480"
"3595","CX5461","M15.1.F501","survival","41.0000"
"3596","CFI-400945","M5.1.F502","mRECIST","SD"
"3597","CFI-400945","M5.1.F502","best.average.response","-11.1827"
"3598","CFI-400945","M5.1.F502","slope","-42.4124"
"3599","CFI-400945","M5.1.F502","AUC","492.3084"
"3600","CFI-400945","M5.1.F502","survival","40.0000"
"3601","WATER","M5.1.F503","mRECIST","PD"
"3602","WATER","M5.1.F503","best.average.response","51.7383"
"3603","WATER","M5.1.F503","slope","88.4894"
"3604","WATER","M5.1.F503","AUC","631.2798"
"3605","WATER","M5.1.F503","survival","25.0000"
"3606","ERIBULIN","M15.1.F503","mRECIST","PD"
"3607","ERIBULIN","M15.1.F503","best.average.response","118.8196"
"3608","ERIBULIN","M15.1.F503","slope","88.9876"
"3609","ERIBULIN","M15.1.F503","AUC","892.7462"
"3610","ERIBULIN","M15.1.F503","survival","25.0000"
"3611","WATER","M5.1.F504","mRECIST","PD"
"3612","WATER","M5.1.F504","best.average.response","73.3320"
"3613","WATER","M5.1.F504","slope","85.4785"
"3614","WATER","M5.1.F504","AUC","361.6497"
"3615","WATER","M5.1.F504","survival","27.0000"
"3616","CDX-011","M15.1.F504","mRECIST","PD"
"3617","CDX-011","M15.1.F504","best.average.response","28.9461"
"3618","CDX-011","M15.1.F504","slope","82.0891"
"3619","CDX-011","M15.1.F504","AUC","280.2083"
"3620","CDX-011","M15.1.F504","survival","27.0000"
"3621","TAXOL VEHICLE","M5.1.F505","mRECIST","PD"
"3622","TAXOL VEHICLE","M5.1.F505","best.average.response","17.3007"
"3623","TAXOL VEHICLE","M5.1.F505","slope","82.3243"
"3624","TAXOL VEHICLE","M5.1.F505","AUC","276.3511"
"3625","TAXOL VEHICLE","M5.1.F505","survival","80.0000"
"3626","TAXOL","M15.1.F505","mRECIST","CR"
"3627","TAXOL","M15.1.F505","best.average.response","-70.6450"
"3628","TAXOL","M15.1.F505","slope","-79.0634"
"3629","TAXOL","M15.1.F505","AUC","46.7962"
"3630","TAXOL","M15.1.F505","survival","210.0000"
"3631","TAXOL VEHICLE","M5.1.F506","mRECIST","PD"
"3632","TAXOL VEHICLE","M5.1.F506","best.average.response","13.9101"
"3633","TAXOL VEHICLE","M5.1.F506","slope","84.8368"
"3634","TAXOL VEHICLE","M5.1.F506","AUC","354.6233"
"3635","TAXOL VEHICLE","M5.1.F506","survival","48.0000"
"3636","TAXOL + CFI-402257","M15.1.F506","mRECIST","PR"
"3637","TAXOL + CFI-402257","M15.1.F506","best.average.response","-62.9239"
"3638","TAXOL + CFI-402257","M15.1.F506","slope","-71.5078"
"3639","TAXOL + CFI-402257","M15.1.F506","AUC","57.2482"
"3640","TAXOL + CFI-402257","M15.1.F506","survival","236.0000"
"3641","CX5461","M5.1.F507","mRECIST","PR"
"3642","CX5461","M5.1.F507","best.average.response","-41.0419"
"3643","CX5461","M5.1.F507","slope","-5.7531"
"3644","CX5461","M5.1.F507","AUC","91.9945"
"3645","CX5461","M5.1.F507","survival","82.0000"
"3646","TAXOL VEHICLE","M5.1.F509","mRECIST","PD"
"3647","TAXOL VEHICLE","M5.1.F509","best.average.response","100.8560"
"3648","TAXOL VEHICLE","M5.1.F509","slope","88.5312"
"3649","TAXOL VEHICLE","M5.1.F509","AUC","574.3402"
"3650","TAXOL VEHICLE","M5.1.F509","survival","27.0000"
"3651","TAXOL + CFI-402257","M15.1.F509","mRECIST","PD"
"3652","TAXOL + CFI-402257","M15.1.F509","best.average.response","31.5782"
"3653","TAXOL + CFI-402257","M15.1.F509","slope","86.2116"
"3654","TAXOL + CFI-402257","M15.1.F509","AUC","357.1235"
"3655","TAXOL + CFI-402257","M15.1.F509","survival","27.0000"
"3656","TAXOL + CFI-402257","M16.2.F509","mRECIST","PD"
"3657","TAXOL + CFI-402257","M16.2.F509","best.average.response","42.8127"
"3658","TAXOL + CFI-402257","M16.2.F509","slope","86.4623"
"3659","TAXOL + CFI-402257","M16.2.F509","AUC","307.4744"
"3660","TAXOL + CFI-402257","M16.2.F509","survival","27.0000"
"3661","TAXOL","M25.1.F509","mRECIST","PD"
"3662","TAXOL","M25.1.F509","best.average.response","96.9655"
"3663","TAXOL","M25.1.F509","slope","87.2425"
"3664","TAXOL","M25.1.F509","AUC","406.3397"
"3665","TAXOL","M25.1.F509","survival","27.0000"
"3666","TAXOL","M26.2.F509","mRECIST","PD"
"3667","TAXOL","M26.2.F509","best.average.response","89.3221"
"3668","TAXOL","M26.2.F509","slope","86.9153"
"3669","TAXOL","M26.2.F509","AUC","365.7672"
"3670","TAXOL","M26.2.F509","survival","27.0000"
"3671","CFI-400945","M5.1.F511","mRECIST","PD"
"3672","CFI-400945","M5.1.F511","best.average.response","65.9750"
"3673","CFI-400945","M5.1.F511","slope","79.4934"
"3674","CFI-400945","M5.1.F511","AUC","252.2327"
"3675","CFI-400945","M5.1.F511","survival","37.0000"
"3676","CFI-402257","M5.1.F513","mRECIST","SD"
"3677","CFI-402257","M5.1.F513","best.average.response","-9.5708"
"3678","CFI-402257","M5.1.F513","slope","56.2937"
"3679","CFI-402257","M5.1.F513","AUC","189.1814"
"3680","CFI-402257","M5.1.F513","survival","48.0000"
"3681","BMN673","M15.1.F513","mRECIST","PD"
"3682","BMN673","M15.1.F513","best.average.response","20.7387"
"3683","BMN673","M15.1.F513","slope","78.7967"
"3684","BMN673","M15.1.F513","AUC","183.0381"
"3685","BMN673","M15.1.F513","survival","23.0000"
"3686","TAXOL","M25.1.F513","mRECIST","CR"
"3687","TAXOL","M25.1.F513","best.average.response","-66.2585"
"3688","TAXOL","M25.1.F513","slope","-74.8811"
"3689","TAXOL","M25.1.F513","AUC","37.7788"
"3690","TAXOL","M25.1.F513","survival","273.0000"
"3691","BMN673","M5.1.F514","mRECIST","CR"
"3692","BMN673","M5.1.F514","best.average.response","-66.6177"
"3693","BMN673","M5.1.F514","slope","-69.7814"
"3694","BMN673","M5.1.F514","AUC","35.7494"
"3695","BMN673","M5.1.F514","survival","260.0000"
"3696","CX5461 VEHICLE","M15.1.F514","mRECIST","SD"
"3697","CX5461 VEHICLE","M15.1.F514","best.average.response","2.5305"
"3698","CX5461 VEHICLE","M15.1.F514","slope","83.4273"
"3699","CX5461 VEHICLE","M15.1.F514","AUC","326.3232"
"3700","CX5461 VEHICLE","M15.1.F514","survival","85.0000"
"3701","CX5461","M25.1.F514","mRECIST","CR"
"3702","CX5461","M25.1.F514","best.average.response","-53.0686"
"3703","CX5461","M25.1.F514","slope","-63.9954"
"3704","CX5461","M25.1.F514","AUC","46.7583"
"3705","CX5461","M25.1.F514","survival","132.0000"
"3706","CX5461 VEHICLE","M5.1.F515","mRECIST","SD"
"3707","CX5461 VEHICLE","M5.1.F515","best.average.response","-3.2592"
"3708","CX5461 VEHICLE","M5.1.F515","slope","61.7266"
"3709","CX5461 VEHICLE","M5.1.F515","AUC","156.5040"
"3710","CX5461 VEHICLE","M5.1.F515","survival","93.0000"
"3711","CX5461","M15.1.F515","mRECIST","PR"
"3712","CX5461","M15.1.F515","best.average.response","-33.1896"
"3713","CX5461","M15.1.F515","slope","-56.8613"
"3714","CX5461","M15.1.F515","AUC","88.1648"
"3715","CX5461","M15.1.F515","survival","106.0000"
"3716","CDX-011","M5.1.F517","mRECIST","PR"
"3717","CDX-011","M5.1.F517","best.average.response","-23.3495"
"3718","CDX-011","M5.1.F517","slope","-67.3842"
"3719","CDX-011","M5.1.F517","AUC","137.2971"
"3720","CDX-011","M5.1.F517","survival","82.0000"
"3721","CFI-400945","M5.1.F518","mRECIST","PR"
"3722","CFI-400945","M5.1.F518","best.average.response","-33.0440"
"3723","CFI-400945","M5.1.F518","slope","-60.8879"
"3724","CFI-400945","M5.1.F518","AUC","86.4196"
"3725","CFI-400945","M5.1.F518","survival","48.0000"
"3726","TAXOL","M15.1.F518","mRECIST","CR"
"3727","TAXOL","M15.1.F518","best.average.response","-62.4457"
"3728","TAXOL","M15.1.F518","slope","-78.0401"
"3729","TAXOL","M15.1.F518","AUC","60.6937"
"3730","TAXOL","M15.1.F518","survival","111.0000"
"3731","ERIBULIN","M25.1.F518","mRECIST","PR"
"3732","ERIBULIN","M25.1.F518","best.average.response","-49.2530"
"3733","ERIBULIN","M25.1.F518","slope","-70.3704"
"3734","ERIBULIN","M25.1.F518","AUC","57.1678"
"3735","ERIBULIN","M25.1.F518","survival","111.0000"
"3736","WATER","M5.1.F519","mRECIST","PD"
"3737","WATER","M5.1.F519","best.average.response","8.1060"
"3738","WATER","M5.1.F519","slope","84.5187"
"3739","WATER","M5.1.F519","AUC","453.1801"
"3740","WATER","M5.1.F519","survival","59.0000"
"3741","CX5461 VEHICLE","M5.1.F521","mRECIST","PD"
"3742","CX5461 VEHICLE","M5.1.F521","best.average.response","17.7584"
"3743","CX5461 VEHICLE","M5.1.F521","slope","83.0605"
"3744","CX5461 VEHICLE","M5.1.F521","AUC","234.9606"
"3745","CX5461 VEHICLE","M5.1.F521","survival","35.0000"
"3746","CX5461","M15.1.F521","mRECIST","SD"
"3747","CX5461","M15.1.F521","best.average.response","16.7234"
"3748","CX5461","M15.1.F521","slope","81.6486"
"3749","CX5461","M15.1.F521","AUC","240.6906"
"3750","CX5461","M15.1.F521","survival","35.0000"
"3751","CARBOPLATIN","M25.1.F521","mRECIST","PD"
"3752","CARBOPLATIN","M25.1.F521","best.average.response","19.1251"
"3753","CARBOPLATIN","M25.1.F521","slope","75.6385"
"3754","CARBOPLATIN","M25.1.F521","AUC","183.6970"
"3755","CARBOPLATIN","M25.1.F521","survival","41.0000"
"3756","CX5461 VEHICLE","M5.1.F522","mRECIST","SD"
"3757","CX5461 VEHICLE","M5.1.F522","best.average.response","1.1583"
"3758","CX5461 VEHICLE","M5.1.F522","slope","82.1964"
"3759","CX5461 VEHICLE","M5.1.F522","AUC","314.7175"
"3760","CX5461 VEHICLE","M5.1.F522","survival","55.0000"
"3761","CX5461","M15.1.F522","mRECIST","SD"
"3762","CX5461","M15.1.F522","best.average.response","2.1049"
"3763","CX5461","M15.1.F522","slope","84.8469"
"3764","CX5461","M15.1.F522","AUC","343.4682"
"3765","CX5461","M15.1.F522","survival","42.0000"
"3766","TAXOL + CFI-402257","M5.1.F523","mRECIST","PR"
"3767","TAXOL + CFI-402257","M5.1.F523","best.average.response","-48.1385"
"3768","TAXOL + CFI-402257","M5.1.F523","slope","-45.2615"
"3769","TAXOL + CFI-402257","M5.1.F523","AUC","112.9697"
"3770","TAXOL + CFI-402257","M5.1.F523","survival","144.0000"
"3771","TAXOL + CFI-402257","M6.2.F523","mRECIST","CR"
"3772","TAXOL + CFI-402257","M6.2.F523","best.average.response","-71.5617"
"3773","TAXOL + CFI-402257","M6.2.F523","slope","-74.9028"
"3774","TAXOL + CFI-402257","M6.2.F523","AUC","72.0794"
"3775","TAXOL + CFI-402257","M6.2.F523","survival","123.0000"
"3776","TAXOL + CFI-402257","M7.3.F523","mRECIST","CR"
"3777","TAXOL + CFI-402257","M7.3.F523","best.average.response","-73.9450"
"3778","TAXOL + CFI-402257","M7.3.F523","slope","-70.6581"
"3779","TAXOL + CFI-402257","M7.3.F523","AUC","27.9169"
"3780","TAXOL + CFI-402257","M7.3.F523","survival","81.0000"
"3781","TAXOL + CFI-402257","M8.4.F523","mRECIST","CR"
"3782","TAXOL + CFI-402257","M8.4.F523","best.average.response","-79.4926"
"3783","TAXOL + CFI-402257","M8.4.F523","slope","-71.5006"
"3784","TAXOL + CFI-402257","M8.4.F523","AUC","44.8291"
"3785","TAXOL + CFI-402257","M8.4.F523","survival","189.0000"
"3786","TAXOL","M15.1.F523","mRECIST","PR"
"3787","TAXOL","M15.1.F523","best.average.response","-61.2807"
"3788","TAXOL","M15.1.F523","slope","-37.1897"
"3789","TAXOL","M15.1.F523","AUC","89.8149"
"3790","TAXOL","M15.1.F523","survival","131.0000"
"3791","TAXOL","M16.2.F523","mRECIST","CR"
"3792","TAXOL","M16.2.F523","best.average.response","-70.4307"
"3793","TAXOL","M16.2.F523","slope","-74.1740"
"3794","TAXOL","M16.2.F523","AUC","62.1273"
"3795","TAXOL","M16.2.F523","survival","182.0000"
"3796","TAXOL","M17.3.F523","mRECIST","CR"
"3797","TAXOL","M17.3.F523","best.average.response","-72.6833"
"3798","TAXOL","M17.3.F523","slope","-70.1480"
"3799","TAXOL","M17.3.F523","AUC","40.7980"
"3800","TAXOL","M17.3.F523","survival","91.0000"
"3801","TAXOL","M18.4.F523","mRECIST","PR"
"3802","TAXOL","M18.4.F523","best.average.response","-42.2092"
"3803","TAXOL","M18.4.F523","slope","-59.4781"
"3804","TAXOL","M18.4.F523","AUC","108.5138"
"3805","TAXOL","M18.4.F523","survival","91.0000"
"3806","WATER","M5.1.F524","mRECIST","PD"
"3807","WATER","M5.1.F524","best.average.response","39.3870"
"3808","WATER","M5.1.F524","slope","83.4222"
"3809","WATER","M5.1.F524","AUC","310.2098"
"3810","WATER","M5.1.F524","survival","35.0000"
"3811","CFI-400945","M15.1.F524","mRECIST","SD"
"3812","CFI-400945","M15.1.F524","best.average.response","7.3876"
"3813","CFI-400945","M15.1.F524","slope","5.3739"
"3814","CFI-400945","M15.1.F524","AUC","135.1433"
"3815","CFI-400945","M15.1.F524","survival","91.0000"
"3816","CFI-400945","M5.1.F525","mRECIST","SD"
"3817","CFI-400945","M5.1.F525","best.average.response","0.8285"
"3818","CFI-400945","M5.1.F525","slope","-7.3530"
"3819","CFI-400945","M5.1.F525","AUC","126.8220"
"3820","CFI-400945","M5.1.F525","survival","90.0000"
"3821","CFI-400945","M5.1.F527","mRECIST","SD"
"3822","CFI-400945","M5.1.F527","best.average.response","-9.6695"
"3823","CFI-400945","M5.1.F527","slope","82.4123"
"3824","CFI-400945","M5.1.F527","AUC","282.0484"
"3825","CFI-400945","M5.1.F527","survival","47.0000"
"3826","WATER","M5.1.F528","mRECIST","PD"
"3827","WATER","M5.1.F528","best.average.response","441.0616"
"3828","WATER","M5.1.F528","slope","89.1774"
"3829","WATER","M5.1.F528","AUC","499.1681"
"3830","WATER","M5.1.F528","survival","16.0000"
"3831","ERIBULIN","M15.1.F528","mRECIST","PD"
"3832","ERIBULIN","M15.1.F528","best.average.response","354.8500"
"3833","ERIBULIN","M15.1.F528","slope","89.4379"
"3834","ERIBULIN","M15.1.F528","AUC","927.1564"
"3835","ERIBULIN","M15.1.F528","survival","16.0000"
"3836","ERIBULIN","M16.2.F528","mRECIST","PD"
"3837","ERIBULIN","M16.2.F528","best.average.response","296.6434"
"3838","ERIBULIN","M16.2.F528","slope","89.6570"
"3839","ERIBULIN","M16.2.F528","AUC","1579.7469"
"3840","ERIBULIN","M16.2.F528","survival","16.0000"
"3841","TAXOL VEHICLE","M25.1.F528","mRECIST","PD"
"3842","TAXOL VEHICLE","M25.1.F528","best.average.response","209.1321"
"3843","TAXOL VEHICLE","M25.1.F528","slope","89.4863"
"3844","TAXOL VEHICLE","M25.1.F528","AUC","999.2234"
"3845","TAXOL VEHICLE","M25.1.F528","survival","16.0000"
"3846","TAXOL","M35.1.F528","mRECIST","PD"
"3847","TAXOL","M35.1.F528","best.average.response","273.5047"
"3848","TAXOL","M35.1.F528","slope","88.7963"
"3849","TAXOL","M35.1.F528","AUC","358.8809"
"3850","TAXOL","M35.1.F528","survival","18.0000"
"3851","TAXOL","M36.2.F528","mRECIST","PD"
"3852","TAXOL","M36.2.F528","best.average.response","65.8292"
"3853","TAXOL","M36.2.F528","slope","88.7466"
"3854","TAXOL","M36.2.F528","AUC","333.2201"
"3855","TAXOL","M36.2.F528","survival","18.0000"
"3856","TAXOL + CFI-402257","M5.1.F529","mRECIST","PR"
"3857","TAXOL + CFI-402257","M5.1.F529","best.average.response","-27.6768"
"3858","TAXOL + CFI-402257","M5.1.F529","slope","-63.9193"
"3859","TAXOL + CFI-402257","M5.1.F529","AUC","113.3252"
"3860","TAXOL + CFI-402257","M5.1.F529","survival","216.0000"
"3861","TAXOL","M15.1.F529","mRECIST","SD"
"3862","TAXOL","M15.1.F529","best.average.response","-18.0983"
"3863","TAXOL","M15.1.F529","slope","39.7319"
"3864","TAXOL","M15.1.F529","AUC","135.5219"
"3865","TAXOL","M15.1.F529","survival","128.0000"
"3866","WATER","M5.1.F530","mRECIST","PD"
"3867","WATER","M5.1.F530","best.average.response","51.3690"
"3868","WATER","M5.1.F530","slope","84.3148"
"3869","WATER","M5.1.F530","AUC","438.5860"
"3870","WATER","M5.1.F530","survival","70.0000"
"3871","WATER","M5.1.F531","mRECIST","PD"
